Group ID,Dataset,Entity ID,Entity name,address,city,company_owner,country,email,industry_sector,phone,Group size,Name similarity
157,D1,3,Adventure Gear Co.,555 Adventure St,Outdoor City,Explorer Jane,ExploreLand,info@adventuregear.com,Retail,6655443322,2,0.75
157,D1,4,Adventure Gear Company,555 Adventure Street,Outdoor City,Explorer Jane,ExploreLand,contact@adventuregear.com,Retail,6655443322,2,0.75
158,D1,330,Casey Builders,814 Builder Street,Constructopolis,Jordan Casey,Buildland,contact@caseybuilders.com,Construction,5566778899,2,0.75
158,D1,331,Casey Builders Inc.,820 Builder Avenue,Constructopolis,Jamie Casey,Buildland,info@caseybuilders.com,Construction,5566778897,2,0.75
159,D1,1006,GreenPower Solutions,456 Eco Rd,GreenCity,Eco Light,EcoWorld,contact@greenpowersolutions.com,Renewable Energy,9988773344,2,0.75
159,D1,1007,GreenPower Solutons,456 Eco Road,GreenCity,Eco Light,EcoWorld,info@greenpowersolutions.com,Renewable Energy,9988773344,2,0.75
160,D1,1079,Health Solutions Ltd.,812 Health Blvd,Health City,Caregiver Heal,Healthland,contact@healthsolutions.health,Healthcare,9988776657,2,0.75
160,D2,1074,Health Solutons Ltd.,812 Health Blvd,Health City,Caregiver Heal,Healthland,contact@healthsolutions.health,Healthcare,9988776657,2,0.75
161,D1,1518,Smart Solutons,4040 Smart Avenue,Tech City,Smart Guru,Techland,contact@smartsolutions.com,Technology,6655667788,2,0.75
161,D1,1519,Smart Solutons Inc.,4040 Smart Avenue,Tech City,Smart Guru,Techland,info@smartsolutons.com,Technology,6655667788,2,0.75
162,D2,1880,Urban Planners,405 Build St,Construct City,Morgan Plan,BuildLand,info@urbanplanners.com,Construction,2233445571,2,0.75
162,D1,1873,Urban Planners Inc.,405 Build St,Construct City,Morgan Plan,BuildLand,contact@urbanplanners.com,Construction,2233445571,2,0.75
163,D2,214,Breeze Energi Solutions,1300 Windy Lane,BreezyTown,Breeze Holdings,Windland,info@breezeenergysolutions.com,Renewable Energy,2345678906,2,0.75
163,D2,215,Breeze Energy Solutions,1300 Windy Lane,BreezyTown,Breeze Holdings,Windland,contact@breezeenergysolutions.com,Renewable Energy,2345678906,2,0.75
155,D2,926,Green Fields Agriculture,56 Greenway,Greenville,Hank Field,Farmville,contact@greenfieldsagri.com,Agriculture,1122334466,2,0.76
155,D1,934,Green Fieldz Agriculture,56 Greenway,Greenville,Hank Field,Farmville,contact@greenfieldsagri.com,Agriculture,1122334466,2,0.76
156,D2,1146,Innovate Tech Solutions,123 Tech Ave,Innovate City,Jordan Solution,TechLand,solutions@innovate.com,Technology,1234567899,2,0.76
156,D1,1178,Innovative Tech Solutions,131 Tech Avenue,Innovate City,Jordan Lee,Techland,solutions@innovativetech.com,Technology,1234567898,2,0.76
153,D2,1552,SolarTech Innovations,404 Solar Ave.,SunCity,Eco Innovations,EcoLand,contact@solartech.com,Energy,1100778899,2,0.7619047619047619
153,D1,1551,SolarTech Innovatons,404 Solar Avenue,SunCity,Eco Innovations,EcoLand,info@solartech.com,Energy,1100778899,2,0.7619047619047619
154,D2,1940,WaterTech Innovations,789 Water Lane,Hydro City,Jordan Blue,Waterland,support@watertech.water,Utilities,1122334458,2,0.7619047619047619
154,D2,1941,WaterTech Innovatons,789 Water Lane,Hydro City,Jordan Blue,Waterland,support@watertech.water,Utilities,1122334458,2,0.7619047619047619
149,D1,682,Epicurean Escapade,708 Gourmet Avenue,FoodTown,Grace Purple,TasteLand,contact@epicureanescapade.com,Hospitality,7890123460,2,0.7647058823529411
149,D2,702,Epicurean Escape,708 Gourmet Ave,FoodTown,Grace Purple,TasteLand,info@epicureanescape.com,Hospitality,7890123460,2,0.7647058823529411
150,D2,795,FlavorBurst Snacks,2222 Crunch St,Flavor City,Jamie Spice,Gourmetland,info@flavorburst.snack,Food & Beverage,1999000222,2,0.7647058823529411
150,D1,781,FlavorBurst Snax,2222 Crunch St,Flavor City,Jamie Spice,Gourmetland,contact@flavorburst.snack,Food & Beverage,1999000222,2,0.7647058823529411
151,D1,815,Foodies Delight,800 Gourmet Rd,Foodtown,Chef Cook,Culinaryland,info@foodiesdelight.fb,Food & Beverage,6677889900,2,0.7647058823529411
151,D2,820,Foodies Delight Inc.,800 Gourmet Rd,Food City,Gourmet Group,Cuisineland,contact@foodiesdelight.com,Food & Beverage,1666777888,2,0.7647058823529411
152,D2,909,Green Defenders,1200 Green St,Eco City,Planet Champion,Sustainia,hello@greendefenders.com,Environment,7766554433,2,0.7647058823529411
152,D1,910,Green Defenders Inc.,1200 Green Street,Eco City,Planet Champion,Sustainia,contact@greendefenders.com,Environment,7766554433,2,0.7647058823529411
146,D2,249,Build It Quick,760 Build Blvd,Construct City,Taylor Builder,Buildland,quick@builditquick.com,Construction,1667788998,2,0.7692307692307693
146,D1,246,Build It Quik,760 Build Blvd,Construct City,Taylor Builder,Buildland,quick@builditquik.com,Construction,1667788998,2,0.7692307692307693
147,D2,745,FashionPioneers,422 Trend Blvd,Fashion City,Jordan Trend,Trendland,support@fashionpioneers.retail,Retail,5566778802,2,0.7692307692307693
147,D1,729,FashionPioners,422 Trend Blvd,Fashion City,Jordan Trend,Trendland,support@fashionpioners.retail,Retail,5566778802,2,0.7692307692307693
148,D1,918,Green Energy,456 Solar St,Eco Town,Eco Group,Greenland,contact@greenenergy.com,Energy,9876543210,2,0.7692307692307693
